"id","year","quarter","state_name","num_blocks_surveyed","households","males_age_0_4_years","females_age_0_4_years","persons_age_0_4_years","males_age_5_14_years","females_age_5_14_years","persons_age_5_14_years","males_age_15_29_years","females_age_15_29_years","persons_age_15_29_years","males_age_15_59_years","females_age_15_59_years","persons_age_15_59_years","males_age_15_above_years","females_age_15_above_years","persons_age_15_above_years","males_all_ages","females_all_ages","persons_all_ages","state_code"
32,"2019","July-September","Jharkhand",135.0,1067.0,168.0,139.0,307.0,414.0,363.0,777.0,677.0,652.0,1330.0,1498.0,1498.0,2999.0,1716.0,1694.0,3413.0,2298.0,2196.0,4497.0,"20"
33,"2019","July-September","Karnataka",296.0,2308.0,289.0,245.0,534.0,607.0,538.0,1145.0,1254.0,1170.0,2425.0,2913.0,2821.0,5737.0,3371.0,3300.0,6674.0,4267.0,4083.0,8353.0,"29"
34,"2019","July-September","Kerala",304.0,2371.0,325.0,334.0,659.0,616.0,633.0,1249.0,917.0,1037.0,1954.0,2598.0,3105.0,5703.0,3346.0,3973.0,7320.0,4287.0,4940.0,9228.0,"32"
35,"2019","July-September","Madhya Pradesh",248.0,1939.0,289.0,300.0,589.0,682.0,574.0,1256.0,1275.0,1154.0,2430.0,2885.0,2677.0,5563.0,3265.0,3090.0,6356.0,4236.0,3964.0,8201.0,"23"
36,"2019","July-September","Maharashtra",552.0,4213.0,529.0,512.0,1041.0,1347.0,1143.0,2490.0,2413.0,2167.0,4581.0,5733.0,5425.0,11160.0,6656.0,6454.0,13114.0,8532.0,8109.0,16645.0,"27"
37,"2019","July-September","Odisha",135.0,1049.0,106.0,113.0,219.0,250.0,229.0,479.0,509.0,520.0,1029.0,1279.0,1311.0,2591.0,1481.0,1476.0,2958.0,1837.0,1818.0,3656.0,"21"
38,"2019","July-September","Punjab",209.0,1607.0,260.0,215.0,475.0,534.0,445.0,979.0,939.0,799.0,1738.0,2254.0,2068.0,4323.0,2594.0,2397.0,4992.0,3388.0,3057.0,6446.0,"03"
39,"2019","July-September","Rajasthan",216.0,1671.0,314.0,284.0,598.0,650.0,585.0,1236.0,1215.0,1117.0,2332.0,2629.0,2462.0,5091.0,2996.0,2842.0,5839.0,3960.0,3711.0,7673.0,"08"
40,"2019","July-September","Tamil Nadu",438.0,3442.0,339.0,342.0,681.0,781.0,668.0,1449.0,1534.0,1558.0,3092.0,3946.0,4192.0,8138.0,4635.0,4893.0,9528.0,5755.0,5903.0,11658.0,"33"
41,"2019","July-September","Telangana",198.0,1548.0,180.0,170.0,351.0,416.0,363.0,779.0,885.0,847.0,1732.0,2014.0,1952.0,3967.0,2284.0,2201.0,4486.0,2880.0,2734.0,5616.0,"36"
42,"2019","July-September","Uttarakhand",96.0,742.0,128.0,101.0,229.0,288.0,244.0,532.0,513.0,451.0,964.0,1070.0,1025.0,2095.0,1201.0,1147.0,2348.0,1617.0,1492.0,3109.0,"05"
43,"2019","July-September","Uttar Pradesh",407.0,3204.0,668.0,548.0,1216.0,1475.0,1242.0,2717.0,2447.0,2284.0,4731.0,5059.0,4903.0,9962.0,5637.0,5445.0,11082.0,7780.0,7235.0,15015.0,"09"
44,"2019","July-September","West Bengal",376.0,2966.0,301.0,274.0,575.0,636.0,623.0,1260.0,1492.0,1516.0,3009.0,3822.0,3883.0,7706.0,4558.0,4625.0,9184.0,5495.0,5522.0,11019.0,"19"
45,"2019","July-September","All-India",5720.0,44471.0,6137.0,5562.0,11703.0,14099.0,12374.0,26477.0,25553.0,24202.0,49765.0,60392.0,59192.0,119610.0,69547.0,68550.0,138130.0,89783.0,86486.0,176310.0,"99"
46,"2019","October-December","Andhra Pradesh",224.0,1790.0,210.0,179.0,389.0,384.0,395.0,780.0,879.0,928.0,1807.0,2142.0,2257.0,4400.0,2469.0,2618.0,5088.0,3063.0,3192.0,6257.0,"28"
47,"2019","October-December","Assam",111.0,887.0,90.0,76.0,166.0,245.0,226.0,471.0,437.0,417.0,854.0,1148.0,1148.0,2296.0,1339.0,1305.0,2644.0,1674.0,1607.0,3281.0,"18"
48,"2019","October-December","Bihar",168.0,1342.0,242.0,233.0,476.0,719.0,625.0,1345.0,974.0,843.0,1817.0,2028.0,1870.0,3899.0,2284.0,2106.0,4391.0,3245.0,2964.0,6212.0,"10"
49,"2019","October-December","Chhattisgarh",102.0,816.0,135.0,117.0,253.0,274.0,270.0,544.0,498.0,514.0,1012.0,1177.0,1188.0,2365.0,1310.0,1320.0,2630.0,1719.0,1707.0,3427.0,"22"
50,"2019","October-December","Delhi",120.0,942.0,111.0,95.0,207.0,285.0,263.0,548.0,627.0,498.0,1125.0,1375.0,1160.0,2536.0,1525.0,1300.0,2826.0,1921.0,1658.0,3581.0,"07"
51,"2019","October-December","Gujarat",215.0,1666.0,244.0,212.0,456.0,520.0,396.0,916.0,1063.0,927.0,1990.0,2477.0,2270.0,4747.0,2843.0,2675.0,5518.0,3607.0,3283.0,6890.0,"24"
52,"2019","October-December","Haryana",159.0,1270.0,207.0,170.0,377.0,479.0,400.0,879.0,831.0,690.0,1521.0,1886.0,1664.0,3550.0,2133.0,1917.0,4051.0,2819.0,2487.0,5307.0,"06"
53,"2019","October-December","Himachal Pradesh",48.0,383.0,36.0,35.0,71.0,114.0,75.0,189.0,195.0,156.0,351.0,450.0,410.0,860.0,498.0,467.0,965.0,648.0,577.0,1225.0,"02"
54,"2019","October-December","Jammu And Kashmir",182.0,1432.0,223.0,204.0,427.0,514.0,468.0,982.0,843.0,798.0,1641.0,2169.0,2075.0,4244.0,2526.0,2408.0,4935.0,3263.0,3080.0,6344.0,"01"
55,"2019","October-December","Jharkhand",136.0,1086.0,176.0,129.0,305.0,403.0,357.0,760.0,719.0,640.0,1360.0,1534.0,1474.0,3011.0,1749.0,1671.0,3424.0,2328.0,2157.0,4489.0,"20"
56,"2019","October-December","Karnataka",295.0,2357.0,294.0,266.0,560.0,654.0,552.0,1206.0,1279.0,1202.0,2482.0,2962.0,2910.0,5876.0,3416.0,3375.0,6795.0,4364.0,4193.0,8561.0,"29"
57,"2019","October-December","Kerala",304.0,2431.0,327.0,351.0,678.0,621.0,615.0,1236.0,905.0,1022.0,1927.0,2599.0,3108.0,5707.0,3381.0,4011.0,7393.0,4329.0,4977.0,9307.0,"32"
58,"2019","October-December","Madhya Pradesh",247.0,1975.0,303.0,312.0,615.0,693.0,567.0,1260.0,1348.0,1206.0,2555.0,2976.0,2746.0,5723.0,3368.0,3158.0,6527.0,4364.0,4037.0,8402.0,"23"
59,"2019","October-December","Maharashtra",553.0,4392.0,562.0,511.0,1073.0,1414.0,1213.0,2627.0,2510.0,2228.0,4740.0,5998.0,5654.0,11655.0,6932.0,6683.0,13620.0,8908.0,8407.0,17320.0,"27"
60,"2019","October-December","Odisha",135.0,1074.0,111.0,120.0,231.0,287.0,240.0,527.0,538.0,531.0,1069.0,1351.0,1346.0,2698.0,1558.0,1521.0,3080.0,1956.0,1881.0,3838.0,"21"
61,"2019","October-December","Punjab",208.0,1657.0,235.0,218.0,453.0,553.0,434.0,987.0,1017.0,827.0,1844.0,2362.0,2114.0,4476.0,2714.0,2452.0,5166.0,3502.0,3104.0,6606.0,"03"
62,"2019","October-December","Rajasthan",216.0,1726.0,302.0,286.0,588.0,672.0,602.0,1275.0,1213.0,1099.0,2312.0,2648.0,2452.0,5100.0,3049.0,2852.0,5902.0,4023.0,3740.0,7765.0,"08"
63,"2019","October-December","Tamil Nadu",440.0,3516.0,330.0,343.0,673.0,783.0,661.0,1444.0,1565.0,1579.0,3144.0,4007.0,4238.0,8245.0,4741.0,4998.0,9739.0,5854.0,6002.0,11856.0,"33"
64,"2019","October-December","Telangana",198.0,1576.0,178.0,189.0,368.0,431.0,373.0,804.0,913.0,868.0,1781.0,2048.0,2006.0,4055.0,2337.0,2255.0,4593.0,2946.0,2817.0,5765.0,"36"
65,"2019","October-December","Uttarakhand",96.0,764.0,125.0,96.0,221.0,296.0,231.0,527.0,500.0,481.0,981.0,1072.0,1071.0,2143.0,1204.0,1193.0,2397.0,1625.0,1520.0,3145.0,"05"
66,"2019","October-December","Uttar Pradesh",408.0,3253.0,643.0,558.0,1201.0,1430.0,1244.0,2674.0,2505.0,2226.0,4731.0,5113.0,4867.0,9980.0,5725.0,5433.0,11158.0,7798.0,7235.0,15033.0,"09"
67,"2019","October-December","West Bengal",373.0,2973.0,294.0,274.0,568.0,670.0,610.0,1281.0,1447.0,1469.0,2917.0,3804.0,3863.0,7669.0,4545.0,4586.0,9133.0,5509.0,5470.0,10982.0,"19"
68,"2019","October-December","All-India",5722.0,45555.0,6130.0,5723.0,11857.0,14445.0,12625.0,27075.0,26205.0,24615.0,50830.0,61702.0,60329.0,122057.0,71085.0,69788.0,140906.0,91660.0,88136.0,179838.0,"99"
69,"2020","January-March","Andhra Pradesh",222.0,1708.0,176.0,165.0,341.0,370.0,377.0,748.0,808.0,901.0,1709.0,2004.0,2160.0,4165.0,2299.0,2492.0,4792.0,2845.0,3034.0,5881.0,"28"
70,"2020","January-March","Assam",108.0,848.0,74.0,83.0,157.0,234.0,224.0,458.0,397.0,380.0,777.0,1090.0,1089.0,2179.0,1265.0,1251.0,2516.0,1573.0,1558.0,3131.0,"18"
71,"2020","January-March","Bihar",168.0,1343.0,248.0,235.0,484.0,723.0,627.0,1351.0,942.0,821.0,1763.0,1980.0,1847.0,3828.0,2249.0,2068.0,4318.0,3220.0,2930.0,6153.0,"10"
72,"2020","January-March","Chhattisgarh",102.0,803.0,122.0,114.0,237.0,270.0,243.0,513.0,495.0,502.0,997.0,1147.0,1175.0,2322.0,1289.0,1312.0,2601.0,1681.0,1669.0,3351.0,"22"
73,"2020","January-March","Delhi",120.0,872.0,99.0,83.0,183.0,272.0,240.0,512.0,549.0,454.0,1003.0,1230.0,1053.0,2284.0,1380.0,1198.0,2579.0,1751.0,1521.0,3274.0,"07"
74,"2020","January-March","Gujarat",212.0,1588.0,216.0,186.0,402.0,488.0,349.0,837.0,1030.0,868.0,1898.0,2344.0,2130.0,4474.0,2686.0,2508.0,5194.0,3390.0,3043.0,6433.0,"24"
75,"2020","January-March","Haryana",159.0,1239.0,192.0,166.0,358.0,445.0,383.0,828.0,814.0,645.0,1459.0,1857.0,1575.0,3432.0,2117.0,1831.0,3949.0,2754.0,2380.0,5135.0,"06"
76,"2020","January-March","Himachal Pradesh",48.0,366.0,37.0,39.0,76.0,108.0,80.0,188.0,188.0,151.0,339.0,426.0,406.0,832.0,483.0,460.0,943.0,628.0,579.0,1207.0,"02"
77,"2020","January-March","Jammu And Kashmir",177.0,1400.0,218.0,192.0,410.0,489.0,456.0,945.0,832.0,801.0,1633.0,2144.0,2081.0,4225.0,2498.0,2415.0,4914.0,3205.0,3063.0,6269.0,"01"
78,"2020","January-March","Jharkhand",135.0,1062.0,174.0,129.0,303.0,389.0,366.0,755.0,739.0,659.0,1399.0,1561.0,1500.0,3064.0,1766.0,1689.0,3459.0,2329.0,2184.0,4517.0,"20"
79,"2020","January-March","Karnataka",296.0,2277.0,269.0,253.0,522.0,629.0,537.0,1166.0,1204.0,1119.0,2324.0,2844.0,2768.0,5616.0,3298.0,3243.0,6545.0,4196.0,4033.0,8233.0,"29"
80,"2020","January-March","Kerala",302.0,2353.0,310.0,322.0,632.0,588.0,588.0,1176.0,896.0,980.0,1876.0,2549.0,3007.0,5557.0,3313.0,3888.0,7203.0,4211.0,4798.0,9011.0,"32"
81,"2020","January-March","Madhya Pradesh",247.0,1922.0,292.0,289.0,581.0,709.0,574.0,1283.0,1312.0,1165.0,2477.0,2921.0,2706.0,5627.0,3308.0,3118.0,6426.0,4309.0,3981.0,8290.0,"23"
82,"2020","January-March","Maharashtra",527.0,4033.0,475.0,470.0,945.0,1266.0,1098.0,2364.0,2237.0,2006.0,4244.0,5424.0,5195.0,10620.0,6294.0,6149.0,12447.0,8035.0,7717.0,15756.0,"27"
83,"2020","January-March","Odisha",132.0,1037.0,113.0,107.0,220.0,278.0,237.0,515.0,494.0,497.0,991.0,1289.0,1286.0,2576.0,1484.0,1464.0,2949.0,1875.0,1808.0,3684.0,"21"
84,"2020","January-March","Punjab",208.0,1599.0,230.0,197.0,427.0,558.0,407.0,965.0,942.0,782.0,1724.0,2259.0,2060.0,4319.0,2603.0,2412.0,5015.0,3391.0,3016.0,6407.0,"03"
85,"2020","January-March","Rajasthan",216.0,1651.0,293.0,253.0,546.0,668.0,582.0,1251.0,1125.0,1039.0,2164.0,2514.0,2344.0,4858.0,2910.0,2718.0,5629.0,3871.0,3553.0,7426.0,"08"
86,"2020","January-March","Tamil Nadu",436.0,3419.0,294.0,324.0,618.0,732.0,633.0,1365.0,1528.0,1510.0,3038.0,3872.0,4078.0,7950.0,4616.0,4832.0,9448.0,5642.0,5789.0,11431.0,"33"
87,"2020","January-March","Telangana",197.0,1552.0,185.0,181.0,367.0,416.0,351.0,767.0,862.0,788.0,1650.0,1992.0,1892.0,3885.0,2269.0,2143.0,4413.0,2870.0,2675.0,5547.0,"36"
88,"2020","January-March","Uttarakhand",96.0,746.0,110.0,96.0,206.0,290.0,229.0,519.0,430.0,412.0,842.0,1000.0,985.0,1985.0,1135.0,1123.0,2258.0,1535.0,1448.0,2983.0,"05"
89,"2020","January-March","Uttar Pradesh",407.0,3210.0,608.0,562.0,1170.0,1401.0,1247.0,2648.0,2451.0,2154.0,4605.0,5082.0,4804.0,9886.0,5709.0,5355.0,11064.0,7718.0,7164.0,14882.0,"09"
90,"2020","January-March","West Bengal",357.0,2813.0,247.0,255.0,502.0,603.0,552.0,1156.0,1310.0,1357.0,2668.0,3517.0,3655.0,7173.0,4218.0,4341.0,8560.0,5068.0,5148.0,10218.0,"19"
91,"2020","January-March","All-India",5651.0,43971.0,5689.0,5355.0,11048.0,13944.0,12204.0,26153.0,24939.0,23337.0,48283.0,59378.0,58121.0,117519.0,68583.0,67391.0,136002.0,88216.0,84950.0,173203.0,"99"
92,"2020","April-June","Andhra Pradesh",221.0,1724.0,181.0,173.0,354.0,392.0,390.0,782.0,817.0,901.0,1718.0,2058.0,2220.0,4278.0,2369.0,2560.0,4929.0,2942.0,3123.0,6065.0,"28"
93,"2020","April-June","Assam",112.0,891.0,89.0,71.0,160.0,234.0,244.0,478.0,415.0,435.0,850.0,1136.0,1166.0,2302.0,1318.0,1325.0,2643.0,1641.0,1640.0,3281.0,"18"
94,"2020","April-June","Bihar",166.0,1319.0,248.0,226.0,474.0,717.0,601.0,1319.0,937.0,845.0,1782.0,1964.0,1861.0,3825.0,2232.0,2085.0,4317.0,3197.0,2912.0,6110.0,"10"
95,"2020","April-June","Chhattisgarh",102.0,804.0,106.0,111.0,217.0,282.0,243.0,525.0,468.0,499.0,967.0,1122.0,1166.0,2288.0,1254.0,1311.0,2565.0,1642.0,1665.0,3307.0,"22"
96,"2020","April-June","Delhi",119.0,851.0,93.0,63.0,156.0,262.0,218.0,480.0,533.0,427.0,960.0,1195.0,1021.0,2216.0,1354.0,1175.0,2529.0,1709.0,1456.0,3165.0,"07"
97,"2020","April-June","Gujarat",227.0,1697.0,209.0,189.0,398.0,527.0,387.0,914.0,1059.0,940.0,1999.0,2472.0,2320.0,4792.0,2841.0,2731.0,5572.0,3577.0,3307.0,6884.0,"24"
98,"2020","April-June","Haryana",160.0,1239.0,174.0,181.0,355.0,471.0,377.0,848.0,835.0,656.0,1491.0,1901.0,1620.0,3521.0,2155.0,1888.0,4043.0,2800.0,2446.0,5246.0,"06"
99,"2020","April-June","Himachal Pradesh",48.0,364.0,37.0,35.0,72.0,118.0,91.0,209.0,171.0,156.0,327.0,412.0,414.0,826.0,472.0,476.0,948.0,627.0,602.0,1229.0,"02"
100,"2020","April-June","Jammu And Kashmir",175.0,1391.0,218.0,197.0,415.0,532.0,464.0,996.0,800.0,790.0,1590.0,2105.0,2088.0,4193.0,2447.0,2418.0,4865.0,3197.0,3079.0,6276.0,"01"
101,"2020","April-June","Jharkhand",133.0,1044.0,172.0,122.0,294.0,412.0,358.0,770.0,752.0,679.0,1431.0,1570.0,1516.0,3086.0,1789.0,1721.0,3511.0,2373.0,2201.0,4575.0,"20"
102,"2020","April-June","Karnataka",294.0,2235.0,260.0,233.0,493.0,638.0,552.0,1190.0,1162.0,1095.0,2258.0,2804.0,2751.0,5558.0,3266.0,3244.0,6513.0,4164.0,4029.0,8196.0,"29"
103,"2020","April-June","Kerala",302.0,2362.0,300.0,305.0,605.0,632.0,591.0,1223.0,912.0,956.0,1868.0,2561.0,2967.0,5529.0,3341.0,3864.0,7206.0,4273.0,4760.0,9034.0,"32"
104,"2020","April-June","Madhya Pradesh",247.0,1914.0,276.0,274.0,550.0,685.0,585.0,1270.0,1283.0,1108.0,2391.0,2911.0,2675.0,5586.0,3311.0,3096.0,6407.0,4272.0,3955.0,8227.0,"23"
105,"2020","April-June","Maharashtra",517.0,3575.0,381.0,397.0,778.0,1118.0,965.0,2083.0,1916.0,1757.0,3673.0,4738.0,4638.0,9376.0,5510.0,5505.0,11018.0,7009.0,6867.0,13879.0,"27"
106,"2020","April-June","Odisha",130.0,1014.0,114.0,102.0,216.0,275.0,236.0,511.0,509.0,471.0,980.0,1307.0,1272.0,2585.0,1510.0,1462.0,2978.0,1899.0,1800.0,3705.0,"21"
107,"2020","April-June","Punjab",207.0,1507.0,213.0,182.0,395.0,514.0,398.0,912.0,890.0,732.0,1622.0,2130.0,1933.0,4063.0,2486.0,2291.0,4777.0,3213.0,2871.0,6084.0,"03"
108,"2020","April-June","Rajasthan",216.0,1656.0,284.0,269.0,553.0,724.0,634.0,1359.0,1147.0,1069.0,2216.0,2577.0,2431.0,5008.0,2977.0,2803.0,5780.0,3985.0,3706.0,7692.0,"08"
109,"2020","April-June","Tamil Nadu",434.0,3396.0,287.0,311.0,598.0,723.0,655.0,1378.0,1497.0,1512.0,3010.0,3866.0,4098.0,7965.0,4644.0,4895.0,9540.0,5654.0,5861.0,11516.0,"33"
110,"2020","April-June","Telangana",196.0,1512.0,170.0,167.0,337.0,400.0,341.0,741.0,806.0,719.0,1526.0,1914.0,1822.0,3737.0,2182.0,2086.0,4269.0,2752.0,2594.0,5347.0,"36"
111,"2020","April-June","Uttarakhand",95.0,720.0,101.0,88.0,189.0,264.0,219.0,483.0,447.0,434.0,881.0,1005.0,992.0,1997.0,1130.0,1126.0,2256.0,1495.0,1433.0,2928.0,"05"
112,"2020","April-June","Uttar Pradesh",407.0,3217.0,535.0,540.0,1075.0,1394.0,1218.0,2612.0,2442.0,2123.0,4565.0,5117.0,4777.0,9894.0,5754.0,5339.0,11093.0,7683.0,7097.0,14780.0,"09"
113,"2020","April-June","West Bengal",347.0,2739.0,249.0,266.0,515.0,564.0,549.0,1113.0,1286.0,1325.0,2611.0,3431.0,3537.0,6968.0,4116.0,4233.0,8349.0,4929.0,5048.0,9977.0,"19"
114,"2020","April-June","All-India",5635.0,43269.0,5446.0,5172.0,10618.0,13879.0,12136.0,26017.0,24431.0,22953.0,47387.0,58635.0,57670.0,116320.0,67887.0,67084.0,134990.0,87212.0,84392.0,171625.0,"99"
115,"2020","July-September","Andhra Pradesh",222.0,1710.0,164.0,153.0,317.0,392.0,370.0,762.0,783.0,864.0,1647.0,2013.0,2210.0,4224.0,2326.0,2548.0,4875.0,2882.0,3071.0,5954.0,"28"
116,"2020","July-September","Assam",112.0,893.0,83.0,79.0,162.0,218.0,239.0,457.0,428.0,421.0,849.0,1164.0,1160.0,2324.0,1336.0,1326.0,2662.0,1637.0,1644.0,3281.0,"18"
117,"2020","July-September","Bihar",163.0,1298.0,249.0,212.0,461.0,676.0,582.0,1259.0,941.0,848.0,1790.0,1963.0,1862.0,3827.0,2224.0,2078.0,4305.0,3149.0,2872.0,6025.0,"10"
118,"2020","July-September","Chhattisgarh",100.0,791.0,110.0,109.0,219.0,287.0,235.0,522.0,490.0,495.0,985.0,1127.0,1147.0,2274.0,1263.0,1297.0,2560.0,1660.0,1641.0,3301.0,"22"
119,"2020","July-September","Delhi",119.0,872.0,88.0,74.0,162.0,263.0,210.0,473.0,529.0,434.0,963.0,1197.0,1027.0,2224.0,1364.0,1196.0,2560.0,1715.0,1480.0,3195.0,"07"
120,"2020","July-September","Gujarat",225.0,1708.0,185.0,192.0,377.0,514.0,404.0,919.0,1049.0,909.0,1958.0,2465.0,2312.0,4777.0,2849.0,2735.0,5584.0,3548.0,3331.0,6880.0,"24"
121,"2020","July-September","Haryana",158.0,1250.0,156.0,180.0,336.0,471.0,386.0,857.0,819.0,658.0,1478.0,1886.0,1632.0,3520.0,2136.0,1883.0,4021.0,2763.0,2449.0,5214.0,"06"
122,"2020","July-September","Himachal Pradesh",48.0,362.0,40.0,37.0,77.0,102.0,92.0,194.0,156.0,147.0,303.0,398.0,401.0,799.0,460.0,471.0,931.0,602.0,600.0,1202.0,"02"
123,"2020","July-September","Jammu And Kashmir",175.0,1385.0,210.0,189.0,399.0,510.0,456.0,966.0,835.0,772.0,1607.0,2139.0,2048.0,4187.0,2466.0,2369.0,4835.0,3186.0,3014.0,6200.0,"01"
124,"2020","July-September","Jharkhand",132.0,1045.0,169.0,117.0,286.0,395.0,335.0,730.0,715.0,669.0,1384.0,1527.0,1486.0,3013.0,1748.0,1687.0,3436.0,2312.0,2139.0,4452.0,"20"
125,"2020","July-September","Karnataka",291.0,2239.0,274.0,231.0,505.0,648.0,556.0,1204.0,1135.0,1079.0,2214.0,2805.0,2737.0,5544.0,3283.0,3249.0,6534.0,4205.0,4036.0,8243.0,"29"
126,"2020","July-September","Kerala",302.0,2380.0,264.0,280.0,544.0,654.0,576.0,1230.0,924.0,937.0,1861.0,2563.0,2958.0,5522.0,3331.0,3875.0,7208.0,4249.0,4731.0,8982.0,"32"
127,"2020","July-September","Madhya Pradesh",247.0,1934.0,291.0,254.0,545.0,661.0,589.0,1250.0,1292.0,1112.0,2404.0,2917.0,2686.0,5604.0,3308.0,3106.0,6415.0,4260.0,3949.0,8210.0,"23"
128,"2020","July-September","Maharashtra",490.0,3563.0,391.0,355.0,747.0,1047.0,964.0,2011.0,1843.0,1697.0,3540.0,4636.0,4544.0,9180.0,5393.0,5387.0,10782.0,6831.0,6706.0,13540.0,"27"
129,"2020","July-September","Odisha",129.0,1013.0,109.0,100.0,209.0,258.0,246.0,504.0,531.0,488.0,1019.0,1337.0,1302.0,2645.0,1535.0,1504.0,3045.0,1902.0,1850.0,3758.0,"21"
130,"2020","July-September","Punjab",208.0,1523.0,232.0,173.0,405.0,526.0,415.0,941.0,926.0,758.0,1684.0,2210.0,1978.0,4188.0,2542.0,2322.0,4864.0,3300.0,2910.0,6210.0,"03"
131,"2020","July-September","Rajasthan",216.0,1637.0,265.0,248.0,513.0,714.0,615.0,1329.0,1143.0,1069.0,2214.0,2531.0,2437.0,4970.0,2898.0,2770.0,5670.0,3877.0,3633.0,7512.0,"08"
132,"2020","July-September","Tamil Nadu",430.0,3393.0,306.0,304.0,610.0,714.0,647.0,1361.0,1542.0,1514.0,3057.0,3934.0,4110.0,8046.0,4721.0,4926.0,9649.0,5741.0,5877.0,11620.0,"33"
133,"2020","July-September","Telangana",192.0,1519.0,169.0,168.0,338.0,394.0,371.0,765.0,790.0,724.0,1515.0,1922.0,1861.0,3785.0,2182.0,2117.0,4301.0,2745.0,2656.0,5404.0,"36"
134,"2020","July-September","Uttarakhand",94.0,727.0,97.0,90.0,187.0,267.0,229.0,496.0,459.0,431.0,891.0,1023.0,980.0,2004.0,1152.0,1111.0,2264.0,1516.0,1430.0,2947.0,"05"
135,"2020","July-September","Uttar Pradesh",407.0,3209.0,492.0,515.0,1007.0,1354.0,1161.0,2515.0,2443.0,2096.0,4540.0,5137.0,4700.0,9838.0,5798.0,5259.0,11058.0,7644.0,6935.0,14580.0,"09"
136,"2020","July-September","West Bengal",338.0,2679.0,248.0,250.0,498.0,549.0,522.0,1071.0,1298.0,1334.0,2632.0,3416.0,3526.0,6942.0,4075.0,4187.0,8262.0,4872.0,4959.0,9831.0,"19"
137,"2020","July-September","All-India",5581.0,43257.0,5308.0,4956.0,10266.0,13637.0,12055.0,25694.0,24495.0,22850.0,47353.0,58721.0,57637.0,116383.0,67897.0,67008.0,134935.0,86842.0,84019.0,170895.0,"99"
138,"2022","July-September","Andhra Pradesh",223.0,1727.0,156.0,148.0,304.0,416.0,388.0,804.0,718.0,779.0,1497.0,1912.0,2058.0,3971.0,2241.0,2409.0,4651.0,2813.0,2945.0,5759.0,"28"
139,"2022","July-September","Assam",110.0,880.0,89.0,74.0,163.0,258.0,222.0,480.0,468.0,446.0,914.0,1213.0,1195.0,2408.0,1417.0,1388.0,2805.0,1764.0,1684.0,3448.0,"18"
140,"2022","July-September","Bihar",167.0,1334.0,302.0,266.0,568.0,696.0,559.0,1255.0,928.0,829.0,1757.0,2009.0,1867.0,3876.0,2310.0,2148.0,4458.0,3308.0,2973.0,6281.0,"10"
141,"2022","July-September","Chhattisgarh",102.0,810.0,84.0,95.0,179.0,231.0,243.0,474.0,473.0,458.0,931.0,1124.0,1137.0,2261.0,1275.0,1292.0,2567.0,1590.0,1630.0,3220.0,"22"
142,"2022","July-September","Delhi",119.0,830.0,88.0,82.0,170.0,218.0,165.0,383.0,482.0,396.0,878.0,1043.0,909.0,1952.0,1192.0,1060.0,2252.0,1498.0,1307.0,2805.0,"07"
143,"2022","July-September","Gujarat",230.0,1811.0,234.0,212.0,446.0,615.0,465.0,1080.0,1096.0,1032.0,2128.0,2671.0,2503.0,5174.0,3112.0,2950.0,6062.0,3961.0,3627.0,7588.0,"24"
144,"2022","July-September","Haryana",160.0,1207.0,162.0,160.0,322.0,454.0,349.0,803.0,766.0,604.0,1370.0,1755.0,1542.0,3297.0,2035.0,1803.0,3838.0,2651.0,2312.0,4963.0,"06"
145,"2022","July-September","Himachal Pradesh",47.0,370.0,34.0,23.0,57.0,87.0,80.0,167.0,156.0,148.0,304.0,412.0,379.0,791.0,462.0,438.0,900.0,583.0,541.0,1124.0,"02"
146,"2022","July-September","Jharkhand",130.0,1030.0,149.0,131.0,280.0,382.0,335.0,717.0,628.0,624.0,1252.0,1429.0,1400.0,2829.0,1621.0,1580.0,3201.0,2152.0,2046.0,4198.0,"20"
147,"2022","July-September","Karnataka",294.0,2333.0,212.0,243.0,455.0,588.0,558.0,1146.0,1165.0,1085.0,2250.0,2848.0,2747.0,5595.0,3297.0,3241.0,6538.0,4097.0,4042.0,8139.0,"29"
148,"2022","July-September","Kerala",300.0,2367.0,262.0,236.0,498.0,595.0,574.0,1169.0,846.0,908.0,1754.0,2442.0,2823.0,5265.0,3224.0,3744.0,6968.0,4081.0,4554.0,8635.0,"32"
149,"2022","July-September","Madhya Pradesh",246.0,1905.0,279.0,239.0,518.0,644.0,599.0,1243.0,1227.0,1034.0,2261.0,2820.0,2621.0,5441.0,3207.0,3014.0,6221.0,4130.0,3852.0,7982.0,"23"
150,"2022","July-September","Maharashtra",550.0,4300.0,529.0,470.0,999.0,1247.0,1194.0,2441.0,2254.0,2026.0,4281.0,5694.0,5397.0,11093.0,6625.0,6453.0,13080.0,8401.0,8117.0,16520.0,"27"
151,"2022","July-September","Odisha",135.0,1065.0,120.0,112.0,232.0,267.0,259.0,526.0,508.0,512.0,1020.0,1309.0,1307.0,2616.0,1512.0,1497.0,3009.0,1899.0,1868.0,3767.0,"21"
152,"2022","July-September","Punjab",207.0,1480.0,145.0,149.0,294.0,414.0,385.0,799.0,761.0,566.0,1327.0,1898.0,1654.0,3552.0,2243.0,2017.0,4260.0,2802.0,2551.0,5353.0,"03"
153,"2022","July-September","Rajasthan",212.0,1622.0,232.0,187.0,419.0,672.0,528.0,1200.0,1114.0,983.0,2097.0,2489.0,2324.0,4813.0,2855.0,2714.0,5569.0,3759.0,3429.0,7188.0,"08"
